"Spiel-ID","Game-ID","Teamname","Gegner","Club","Spieler 1","Pins 1","Pins Gegner 1","EDV 1","Spieler 2","Pins 2","Pins Gegner 2","EDV 2","Spieler 3","Pins 3","Pins Gegner 3","EDV 3","Spieler 4","Pins 4","Pins Gegner 4","EDV 4","Pins Gesamt","Pins Gegner","Checksumme","check","Prüfnummer","Eintrags-ID","Datum des Eintrags","Aktualisierungsdatum"
"BAYL-M-171_Re","BAYL-M-171","Bowlinghaus Bamberg 1","Werdenfels 1","","William Karl","165","173","16532","Jonathan Nolan","181","158","16873","Thomas Nikoleit","169","202","25516","Alexander Renner","181","166","16251","696","699","","0","23571113","28877","2026-02-15 10:48:30","2026-02-15 09:48:30"
"BAYL-M-172_Re","BAYL-M-172","Schanzer Ingolstadt 1","SG DJK Rimpar 1","","Oliver Schütze","222","176","38550","Thomas Hartl","135","132","38411","Sebastian Tesinski","180","173","38569","Markus Schmied","193","184","38361","730","665","","0","23571113","28876","2026-02-15 10:48:30","2026-02-15 09:48:30"
"BAYL-M-173_Re","BAYL-M-173","Donaubowler Regensburg 1","BK München 3","","Christian Feller","160","236","16007","Dominik Seltmann","175","176","25604","Volkmar Hartfeil","168","194","7830","Marco Hürdler","178","170","25271","681","776","","0","23571113","28875","2026-02-15 10:48:30","2026-02-15 09:48:30"
"BAYL-M-174_Re","BAYL-M-174","BC EMAX Unterföhring 2","Bajuwaren München 1","","Sebastian Lohse","160","195","27134","Robert Pirzer","190","171","7428","Robert Wegenast","149","190","25325","Ernst Blasits","166","132","25554","665","688","","0","23571113","28874","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-175_Re","BAYL-M-175","BC Comet Nürnberg","SG Rottendorf 1","","Andreas Schick","160","174","7102","Christian Schlick","192","153","7724","Michael Schlundt","200","154","7725","Andreas Mittelmaier","164","142","16896","716","623","","0","23571113","28873","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-181_Re","BAYL-M-181","SG Rottendorf 1","SG DJK Rimpar 1","","Christian Büttner","198","133","16862","Stefan Reichardt","179","135","16945","Alexander Scholz","155","212","16352","Patrick Stemmler","180","193","16495","712","673","","0","23571113","28872","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-182_Re","BAYL-M-182","BC EMAX Unterföhring 2","Donaubowler Regensburg 1","","Sebastian Lohse","202","156","27134","Robert Pirzer","169","204","7428","Robert Wegenast","212","172","25325","Ernst Blasits","158","266","25554","741","798","","0","23571113","28871","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-183_Re","BAYL-M-183","Bajuwaren München 1","Werdenfels 1","","Hans-Jürgen Glasl","247","206","7408","Hans-Jürgen Glasl sen.","133","150","16762","Dennis Lüthje","149","135","7600","Ralph Reichert","165","219","7416","694","710","","0","23571113","28870","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-184_Re","BAYL-M-184","BC Comet Nürnberg","BK München 3","","Andreas Schick","185","179","7102","Christian Schlick","191","187","7724","Michael Schlundt","178","194","7725","Andreas Mittelmaier","189","185","16896","743","745","","0","23571113","28869","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-185_Re","BAYL-M-185","Bowlinghaus Bamberg 1","Schanzer Ingolstadt 1","","William Karl","168","181","16532","Jonathan Nolan","184","154","16873","Thomas Nikoleit","166","163","25516","Alexander Renner","207","157","16251","725","655","","0","23571113","28868","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-191_Re","BAYL-M-191","BC Comet Nürnberg","Schanzer Ingolstadt 1","","Andreas Schick","142","165","7102","Christian Schlick","215","198","7724","Michael Schlundt","179","193","7725","Andreas Mittelmaier","243","138","16896","779","694","","0","23571113","28867","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-192_Re","BAYL-M-192","Werdenfels 1","BK München 3","","Maximilian Kammermeier","170","211","25822","Markus Auer","155","226","25788","Jan Musiol","167","199","25166","Daniel Hellmich","211","187","7314","703","823","","0","23571113","28866","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-193_Re","BAYL-M-193","SG Rottendorf 1","BC EMAX Unterföhring 2","","Christian Büttner","211","194","16862","Stefan Reichardt","236","182","16945","Alexander Scholz","191","137","16352","Patrick Stemmler","161","171","16495","799","684","","0","23571113","28865","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-194_Re","BAYL-M-194","SG DJK Rimpar 1","Bowlinghaus Bamberg 1","","Sebastian Gräfe","155","169","38687","Nico Plaschka","153","135","38039","Michael Kreß","177","146","10622","Jan-Uwe Werder","136","165","16301","621","615","","0","23571113","28864","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-195_Re","BAYL-M-195","Bajuwaren München 1","Donaubowler Regensburg 1","","Hans-Jürgen Glasl","208","180","7408","Hans-Jürgen Glasl sen.","159","132","16762","Dennis Lüthje","163","185","7600","Ralph Reichert","180","172","7416","710","669","","0","23571113","28863","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-211_Re","BAYL-M-211","BC EMAX Unterföhring 2","SG Rottendorf 1","","Marco Probst","203","222","7602","Robert Pirzer","214","132","7428","Selim Fliegner","206","205","38673","Günter Denz","242","227","16398","865","786","","0","23571113","28862","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-212_Re","BAYL-M-212","Schanzer Ingolstadt 1","BC Comet Nürnberg","","Oliver Schütze","169","162","38550","Thomas Hartl","169","211","38411","Markus Schmied","160","156","38361","Jochen Spielvogel","140","189","7348","638","718","","0","23571113","28861","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-213_Re","BAYL-M-213","Donaubowler Regensburg 1","Bajuwaren München 1","","Christian Feller","157","200","16007","Sebastian Radecker","202","131","38025","Volkmar Hartfeil","162","183","7830","Marco Hürdler","275","190","25271","796","704","","0","23571113","28860","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-214_Re","BAYL-M-214","BK München 3","Werdenfels 1","","Peter Börding","228","181","7593","Daniel Börding","215","238","7591","Harald Laub","201","208","7597","Sebastian Hinterwimmer","247","192","7885","891","819","","0","23571113","28859","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-215_Re","BAYL-M-215","Bowlinghaus Bamberg 1","SG DJK Rimpar 1","","William Karl","213","196","16532","Bernd Trapphardt","210","161","16559","Mario Burghardt","236","199","12248","Thomas Nikoleit","213","198","25516","872","754","","0","23571113","28858","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-221_Re","BAYL-M-221","Werdenfels 1","Bajuwaren München 1","","Michael Ring","179","236","7317","Maximilian Kammermeier","244","143","25822","Bruno Gärtner","235","171","25649","Daniel Hellmich","205","202","7314","863","752","","0","23571113","28857","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-222_Re","BAYL-M-222","SG DJK Rimpar 1","SG Rottendorf 1","","Sebastian Gräfe","166","193","38687","Henning Wunderlich","168","167","38018","Michael Kreß","200","211","10622","Jan-Uwe Werder","183","190","16301","717","761","","0","23571113","28856","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-223_Re","BAYL-M-223","Schanzer Ingolstadt 1","Bowlinghaus Bamberg 1","","Oliver Schütze","177","225","38550","Thomas Hartl","194","224","38411","Markus Schmied","177","173","38361","Jochen Spielvogel","141","172","7348","689","794","","0","23571113","28855","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-224_Re","BAYL-M-224","Donaubowler Regensburg 1","BC EMAX Unterföhring 2","","Christian Feller","184","234","16007","Sebastian Radecker","202","237","38025","Kurt Obermeier","222","170","7831","Marco Hürdler","233","221","25271","841","862","","0","23571113","28854","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-225_Re","BAYL-M-225","BK München 3","BC Comet Nürnberg","","Peter Börding","206","202","7593","Daniel Börding","229","227","7591","Harald Laub","176","178","7597","Sebastian Hinterwimmer","234","217","7885","845","824","","0","23571113","28853","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-231_Re","BAYL-M-231","BK München 3","Donaubowler Regensburg 1","","Peter Börding","234","180","7593","Daniel Börding","245","184","7591","Georg Hinterwimmer","162","210","7867","Sebastian Hinterwimmer","153","206","7885","794","780","","0","23571113","28852","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-232_Re","BAYL-M-232","Werdenfels 1","Bowlinghaus Bamberg 1","","Michael Ring","184","198","7317","Maximilian Kammermeier","216","191","25822","Bruno Gärtner","225","176","25649","Daniel Hellmich","255","196","7314","880","761","","0","23571113","28851","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-233_Re","BAYL-M-233","SG Rottendorf 1","BC Comet Nürnberg","","Christian Büttner","193","158","16862","Wechsel im Spiel","158","206","69","Alexander Scholz","206","222","16352","Patrick Stemmler","165","195","16495","722","781","","0","23571113","28850","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-234_Re","BAYL-M-234","SG DJK Rimpar 1","Schanzer Ingolstadt 1","","Michael Kreß","253","214","10622","Henning Wunderlich","194","165","38018","Sebastian Gräfe","200","190","38687","Jan-Uwe Werder","223","152","16301","870","721","","0","23571113","28849","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-235_Re","BAYL-M-235","Bajuwaren München 1","BC EMAX Unterföhring 2","","Hans-Jürgen Glasl","225","205","7408","Dennis Lüthje","165","213","7600","Ralph Reichert","234","177","7416","Volker Lüthje","168","237","7601","792","832","","0","23571113","28848","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-241_Re","BAYL-M-241","SG Rottendorf 1","Schanzer Ingolstadt 1","","Christian Büttner","183","213","16862","Horst Schön","180","216","16346","Alexander Scholz","153","205","16352","Patrick Stemmler","170","166","16495","686","800","","0","23571113","28847","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-242_Re","BAYL-M-242","BC EMAX Unterföhring 2","BK München 3","","Marco Probst","197","246","7602","Robert Pirzer","174","178","7428","Ernst Blasits","181","207","25554","Günter Denz","182","199","16398","734","830","","0","23571113","28846","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-243_Re","BAYL-M-243","Bajuwaren München 1","SG DJK Rimpar 1","","Hans-Jürgen Glasl","203","193","7408","Dennis Lüthje","171","236","7600","Ralph Reichert","186","169","7416","Volker Lüthje","172","197","7601","732","795","","0","23571113","28845","2026-02-15 10:48:29","2026-02-15 09:48:29"
"BAYL-M-244_Re","BAYL-M-244","BC Comet Nürnberg","Bowlinghaus Bamberg 1","","Andreas Mittelmaier","200","193","16896","Max Fischbach","161","195","16245","Andreas Schick","192","203","7102","Michael Schlundt","211","231","7725","764","822","","0","23571113","28844","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-245_Re","BAYL-M-245","Werdenfels 1","Donaubowler Regensburg 1","","Michael Ring","193","181","7317","Maximilian Kammermeier","217","189","25822","Bruno Gärtner","259","224","25649","Daniel Hellmich","200","240","7314","869","834","","0","23571113","28843","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-251_Re","BAYL-M-251","Bowlinghaus Bamberg 1","BC EMAX Unterföhring 2","","William Karl","193","268","16532","Bernd Trapphardt","227","226","16559","Mario Burghardt","213","184","12248","Daniel Badum","182","168","38043","815","846","","0","23571113","28842","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-252_Re","BAYL-M-252","BC Comet Nürnberg","Donaubowler Regensburg 1","","Andreas Mittelmaier","233","232","16896","Max Fischbach","199","193","16245","Andreas Schick","236","219","7102","Michael Schlundt","199","182","7725","867","826","","0","23571113","28841","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-253_Re","BAYL-M-253","Werdenfels 1","Schanzer Ingolstadt 1","","Jan Musiol","140","195","25166","Maximilian Kammermeier","162","229","25822","Bruno Gärtner","267","127","25649","Daniel Hellmich","237","214","7314","806","765","","0","23571113","28840","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-255_Re","BAYL-M-255","SG DJK Rimpar 1","BK München 3","","Michael Kreß","227","254","10622","Henning Wunderlich","181","231","38018","Sebastian Gräfe","170","199","38687","Jan-Uwe Werder","256","233","16301","834","917","","0","23571113","28839","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-254_Re","BAYL-M-254","SG Rottendorf 1","Bajuwaren München 1","","Alexander Scholz","180","235","16352","Stefan Reichardt","224","146","16945","Christian Büttner","237","196","16862","Patrick Stemmler","160","176","16495","801","753","","0","23571113","28838","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-261_Re","BAYL-M-261","SG DJK Rimpar 1","Werdenfels 1","","Michael Kreß","170","179","10622","Henning Wunderlich","156","231","38018","Sebastian Gräfe","178","214","38687","Jan-Uwe Werder","205","211","16301","709","835","","0","23571113","28837","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-262_Re","BAYL-M-262","Bajuwaren München 1","Schanzer Ingolstadt 1","","Hans-Jürgen Glasl","203","178","7408","Hans-Jürgen Glasl sen.","172","213","16762","Ralph Reichert","165","218","7416","Volker Lüthje","173","195","7601","713","804","","0","23571113","28836","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-263_Re","BAYL-M-263","BC Comet Nürnberg","BC EMAX Unterföhring 2","","Andreas Mittelmaier","173","256","16896","Max Fischbach","178","254","16245","Andreas Schick","177","146","7102","Michael Schlundt","189","182","7725","717","838","","0","23571113","28835","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-264_Re","BAYL-M-264","Bowlinghaus Bamberg 1","BK München 3","","William Karl","173","235","16532","Bernd Trapphardt","185","228","16559","Mario Burghardt","236","188","12248","Daniel Badum","194","211","38043","788","862","","0","23571113","28834","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-265_Re","BAYL-M-265","Donaubowler Regensburg 1","SG Rottendorf 1","","Dominik Seltmann","187","196","25604","Sebastian Radecker","213","215","38025","Kurt Obermeier","205","217","7831","Marco Hürdler","181","205","25271","786","833","","0","23571113","28833","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-271_Re","BAYL-M-271","Schanzer Ingolstadt 1","BK München 3","","Oliver Schütze","223","189","38550","Thomas Hartl","209","201","38411","Markus Schmied","236","256","38361","Jochen Spielvogel","175","215","7348","843","861","","0","23571113","28832","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-272_Re","BAYL-M-272","SG Rottendorf 1","Werdenfels 1","","Alexander Scholz","161","201","16352","Stefan Reichardt","169","226","16945","Christian Büttner","185","193","16862","Patrick Stemmler","194","200","16495","709","820","","0","23571113","28831","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-273_Re","BAYL-M-273","Bowlinghaus Bamberg 1","Donaubowler Regensburg 1","","Thomas Nikoleit","181","145","25516","Bernd Trapphardt","203","217","16559","Mario Burghardt","203","222","12248","Daniel Badum","195","168","38043","782","752","","0","23571113","28830","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-274_Re","BAYL-M-274","BC EMAX Unterföhring 2","SG DJK Rimpar 1","","Marco Probst","232","177","7602","Robert Pirzer","264","201","7428","Ernst Blasits","158","155","25554","Günter Denz","153","289","16398","807","822","","0","23571113","28829","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-275_Re","BAYL-M-275","BC Comet Nürnberg","Bajuwaren München 1","","Andreas Mittelmaier","176","218","16896","Max Fischbach","172","190","16245","Andreas Schick","205","183","7102","Michael Schlundt","203","192","7725","756","783","","0","23571113","28828","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-281_Re","BAYL-M-281","Bajuwaren München 1","Bowlinghaus Bamberg 1","","Hans-Jürgen Glasl","228","124","7408","Hans-Jürgen Glasl sen.","160","234","16762","Ralph Reichert","188","209","7416","Volker Lüthje","155","173","7601","731","740","","0","23571113","28827","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-282_Re","BAYL-M-282","Donaubowler Regensburg 1","SG DJK Rimpar 1","","Christian Feller","186","205","16007","Sebastian Radecker","248","176","38025","Kurt Obermeier","162","189","7831","Marco Hürdler","205","194","25271","801","764","","0","23571113","28826","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-283_Re","BAYL-M-283","BK München 3","SG Rottendorf 1","","Peter Börding","207","183","7593","Daniel Börding","169","173","7591","Georg Hinterwimmer","195","156","7867","Sebastian Hinterwimmer","208","208","7885","779","720","","0","23571113","28825","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-284_Re","BAYL-M-284","Werdenfels 1","BC Comet Nürnberg","","Michael Ring","234","214","7317","Maximilian Kammermeier","214","173","25822","Bruno Gärtner","256","200","25649","Daniel Hellmich","169","247","7314","873","834","","0","23571113","28824","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-285_Re","BAYL-M-285","BC EMAX Unterföhring 2","Schanzer Ingolstadt 1","","Marco Probst","210","234","7602","Robert Pirzer","210","257","7428","Ernst Blasits","185","225","25554","Günter Denz","163","211","16398","768","927","","0","23571113","28823","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-291_Re","BAYL-M-291","BC Comet Nürnberg","SG DJK Rimpar 1","","Andreas Mittelmaier","224","170","16896","Max Fischbach","202","211","16245","Andreas Schick","218","203","7102","Michael Schlundt","224","192","7725","868","776","","0","23571113","28822","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-292_Re","BAYL-M-292","BK München 3","Bajuwaren München 1","","Peter Börding","206","177","7593","Daniel Börding","186","169","7591","Georg Hinterwimmer","252","206","7867","Sebastian Hinterwimmer","243","201","7885","887","753","","0","23571113","28821","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-293_Re","BAYL-M-293","BC EMAX Unterföhring 2","Werdenfels 1","","Marco Probst","201","167","7602","Selim Fliegner","203","154","38673","Ernst Blasits","204","221","25554","Günter Denz","180","145","16398","788","687","","0","23571113","28820","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-294_Re","BAYL-M-294","Schanzer Ingolstadt 1","Donaubowler Regensburg 1","","Oliver Schütze","247","172","38550","Thomas Hartl","145","184","38411","Markus Schmied","152","182","38361","Jochen Spielvogel","213","185","7348","757","723","","0","23571113","28819","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-295_Re","BAYL-M-295","SG Rottendorf 1","Bowlinghaus Bamberg 1","","Alexander Scholz","227","224","16352","Stefan Reichardt","222","152","16945","Christian Büttner","167","188","16862","Patrick Stemmler","160","169","16495","776","733","","0","23571113","28818","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-311_Re","BAYL-M-311","BC Comet Nürnberg","BC EMAX Unterföhring 2","","Jan Schwarz","155","172","7734","Andreas Mittelmaier","234","193","16896","Andreas Schick","212","168","7102","Michael Schlundt","156","149","7725","757","682","","0","23571113","28817","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-312_Re","BAYL-M-312","Werdenfels 1","Bowlinghaus Bamberg 1","","Maximilian Kammermeier","256","173","25822","Jan Musiol","235","136","25166","Bruno Gärtner","201","172","25649","Daniel Hellmich","265","213","7314","957","694","","0","23571113","28816","2026-02-15 10:48:28","2026-02-15 09:48:28"
"BAYL-M-313_Re","BAYL-M-313","Bajuwaren München 1","SG Rottendorf 1","","Hans-Jürgen Glasl sen.","156","215","16762","Dennis Lüthje","168","163","7600","Ralph Reichert","198","192","7416","Volker Lüthje","180","222","7601","702","792","","0","23571113","28815","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-314_Re","BAYL-M-314","Donaubowler Regensburg 1","SG DJK Rimpar 1","","Christian Feller","189","233","16007","Dominik Seltmann","157","181","25604","Sebastian Radecker","167","182","38025","Marco Hürdler","213","218","25271","726","814","","0","23571113","28814","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-315_Re","BAYL-M-315","BK München 3","Schanzer Ingolstadt 1","","Peter Börding","169","166","7593","Daniel Börding","174","214","7591","Maximilian Hellmessen","173","181","16912","Patrick Baszler","183","187","7886","699","748","","0","23571113","28813","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-321_Re","BAYL-M-321","Bajuwaren München 1","Bowlinghaus Bamberg 1","","Hans-Jürgen Glasl sen.","169","169","16762","Dennis Lüthje","133","199","7600","Ralph Reichert","181","215","7416","Volker Lüthje","145","161","7601","628","744","","0","23571113","28812","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-322_Re","BAYL-M-322","BC EMAX Unterföhring 2","SG Rottendorf 1","","Sebastian Lohse","170","246","27134","Selim Fliegner","183","188","38673","Günter Denz","204","184","16398","Ernst Blasits","173","211","25554","730","829","","0","23571113","28811","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-323_Re","BAYL-M-323","Donaubowler Regensburg 1","BK München 3","","Christian Feller","201","179","16007","Volkmar Hartfeil","232","152","7830","Kurt Obermeier","171","201","7831","Marco Hürdler","169","184","25271","773","716","","0","23571113","28810","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-324_Re","BAYL-M-324","Werdenfels 1","Schanzer Ingolstadt 1","","Maximilian Kammermeier","235","156","25822","Jan Musiol","203","203","25166","Bruno Gärtner","205","192","25649","Daniel Hellmich","280","210","7314","923","761","","0","23571113","28809","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-325_Re","BAYL-M-325","SG DJK Rimpar 1","BC Comet Nürnberg","","Michael Kreß","201","236","10622","Sebastian Boé","151","181","16287","Henning Wunderlich","171","174","38018","Jan-Uwe Werder","153","167","16301","676","758","","0","23571113","28808","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-331_Re","BAYL-M-331","SG Rottendorf 1","Werdenfels 1","","Alexander Scholz","190","204","16352","Stefan Reichardt","156","160","16945","Christian Büttner","179","172","16862","Patrick Stemmler","184","201","16495","709","737","","0","23571113","28807","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-332_Re","BAYL-M-332","BK München 3","SG DJK Rimpar 1","","Peter Börding","205","203","7593","Harald Laub","190","194","7597","Maximilian Hellmessen","227","198","16912","Patrick Baszler","189","214","7886","811","809","","0","23571113","28806","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-333_Re","BAYL-M-333","Schanzer Ingolstadt 1","BC Comet Nürnberg","","Oliver Schütze","190","197","38550","Thomas Hartl","215","174","38411","Markus Schmied","191","203","38361","Jochen Spielvogel","192","197","7348","788","771","","0","23571113","28805","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-334_Re","BAYL-M-334","Bajuwaren München 1","BC EMAX Unterföhring 2","","Hans-Jürgen Glasl sen.","159","180","16762","Dennis Lüthje","168","170","7600","Ralph Reichert","202","214","7416","Volker Lüthje","218","156","7601","747","720","","0","23571113","28804","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-335_Re","BAYL-M-335","Bowlinghaus Bamberg 1","Donaubowler Regensburg 1","","William Karl","178","157","16532","Jonathan Nolan","171","202","16873","Bernd Trapphardt","149","202","16559","Alexander Renner","189","200","16251","687","761","","0","23571113","28803","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-341_Re","BAYL-M-341","BK München 3","BC Comet Nürnberg","","Peter Börding","203","210","7593","Harald Laub","170","177","7597","Maximilian Hellmessen","166","224","16912","Patrick Baszler","168","139","7886","707","750","","0","23571113","28802","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-342_Re","BAYL-M-342","Schanzer Ingolstadt 1","Donaubowler Regensburg 1","","Oliver Schütze","209","216","38550","Thomas Hartl","157","158","38411","Markus Schmied","163","175","38361","Jochen Spielvogel","218","156","7348","747","705","","0","23571113","28801","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-343_Re","BAYL-M-343","SG DJK Rimpar 1","Bajuwaren München 1","","Michael Kreß","165","189","10622","Sebastian Boé","191","164","16287","Henning Wunderlich","158","181","38018","Jan-Uwe Werder","200","211","16301","714","745","","0","23571113","28800","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-344_Re","BAYL-M-344","Bowlinghaus Bamberg 1","SG Rottendorf 1","","William Karl","185","170","16532","Jonathan Nolan","190","177","16873","Jörg Röhlig","167","169","38041","Alexander Renner","203","179","16251","745","695","","0","23571113","28799","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-345_Re","BAYL-M-345","BC EMAX Unterföhring 2","Werdenfels 1","","Sebastian Lohse","183","224","27134","Selim Fliegner","188","194","38673","Günter Denz","155","171","16398","Robert Pirzer","194","227","7428","720","816","","0","23571113","28798","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-351_Re","BAYL-M-351","BC EMAX Unterföhring 2","Donaubowler Regensburg 1","","Sebastian Lohse","166","183","27134","Selim Fliegner","179","200","38673","Günter Denz","203","181","16398","Marco Probst","256","182","7602","804","746","","0","23571113","28797","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-353_Re","BAYL-M-353","BK München 3","Bowlinghaus Bamberg 1","","Peter Börding","226","195","7593","Harald Laub","202","145","7597","Maximilian Hellmessen","235","171","16912","Georg Hinterwimmer","171","197","7867","834","708","","0","23571113","28796","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-354_Re","BAYL-M-354","SG DJK Rimpar 1","Werdenfels 1","","Michael Kreß","203","177","10622","Henning Wunderlich","159","194","38018","Sebastian Boé","163","186","16287","Jan-Uwe Werder","161","196","16301","686","753","","0","23571113","28795","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-355_Re","BAYL-M-355","Schanzer Ingolstadt 1","SG Rottendorf 1","","Oliver Schütze","176","162","38550","Thomas Hartl","159","221","38411","Markus Schmied","186","203","38361","Jochen Spielvogel","124","171","7348","645","757","","0","23571113","28794","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-352_Re","BAYL-M-352","BC Comet Nürnberg","Bajuwaren München 1","","Jan Schwarz","195","213","7734","Andreas Mittelmaier","258","188","16896","Andreas Schick","156","185","7102","Michael Schlundt","171","237","7725","780","823","","0","23571113","28793","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-361_Re","BAYL-M-361","Bowlinghaus Bamberg 1","SG DJK Rimpar 1","","William Karl","158","149","16532","Bernd Trapphardt","168","161","16559","Jörg Röhlig","223","185","38041","Alexander Renner","211","169","16251","760","664","","0","23571113","28792","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-362_Re","BAYL-M-362","Donaubowler Regensburg 1","Werdenfels 1","","Christian Feller","158","197","16007","Dominik Seltmann","213","144","25604","Sebastian Radecker","169","166","38025","Marco Hürdler","205","184","25271","745","691","","0","23571113","28791","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-363_Re","BAYL-M-363","BC EMAX Unterföhring 2","Schanzer Ingolstadt 1","","Sebastian Lohse","191","227","27134","Selim Fliegner","176","248","38673","Günter Denz","228","186","16398","Marco Probst","180","227","7602","775","888","","0","23571113","28790","2026-02-15 10:48:27","2026-02-15 09:48:27"
"BAYL-M-364_Re","BAYL-M-364","SG Rottendorf 1","BC Comet Nürnberg","","Alexander Scholz","160","234","16352","Stefan Reichardt","141","255","16945","Christian Büttner","205","146","16862","Patrick Stemmler","192","202","16495","698","837","","0","23571113","28789","2026-02-15 10:48:27","2026-02-15 09:48:27"
